id,track_name,track_explicit,track_popularity,album_name,album_release_date,album_release_date_precision,artist_name,audio_avg_pitches,audio_avg_timbre,audio_acousticness,audio_danceability,audio_duration_ms,audio_energy,audio_instrumentalness,audio_key_1,audio_liveness,audio_loudness,audio_mode_1,audio_speechiness,audio_tempo,audio_time_signature,audio_valence,track_uri,track_genre
7DFNE7NO0raLIUbgzY2rzm,Let Her Go,False,72,All The Little Lights,2012-11-05,day,Passenger,"[0.3787865566037729, 0.28819103773584914, 0.43406603773584906, 0.20532429245283015, 0.3177264150943392, 0.2154068396226414, 0.22465566037735854, 0.36465212264150915, 0.19638443396226388, 0.3109162735849054, 0.19010259433962262, 0.29671816037735843]","[46.86229834905663, 14.624753537735849, -19.410476415094326, -18.62652712264151, 12.557925707547168, -19.905323113207555, -11.700341981132052, -1.9158207547169799, -3.581724056603775, 0.10903301886792534, -9.2330766509434, 4.1362759433962335]",0.385,0.509,252867,0.538,0,7,0.104,-7.335,1,0.0572,75.089,4,0.244,spotify:track:7DFNE7NO0raLIUbgzY2rzm,acoustic
7LR87BxVS5GawUHQFJdko5,Don't Stop The Music,False,0,The Pursuit,2009-01-01,day,Jamie Cullum,"[0.724319234642498, 0.38768479355488455, 0.2147200402819736, 0.2228831822759316, 0.3912668680765356, 0.3858308157099696, 0.2324592145015107, 0.2860372608257799, 0.21842296072507564, 0.3314662638469291, 0.2178499496475327, 0.3240513595166163]","[45.31281067472307, 20.850933534743206, -29.264895266868095, -20.960510574018112, 19.39297180261834, -25.73836656596174, -2.8844360523665658, 0.9923867069486406, -4.975889224572007, 2.334628398791541, -13.306296072507548, -3.4957139979858955]",0.0977,0.572,288707,0.456,0,9,0.103,-8.098,0,0.0329,103.13,4,0.432,spotify:track:7LR87BxVS5GawUHQFJdko5,acoustic
24rFwAcC6eqPvyMuPynVGH,Home / Dirty Paws,False,1,Home / Dirty Paws,2014-03-02,day,Gardiner Sisters,"[0.14065348399246713, 0.1849717514124297, 0.4020960451977397, 0.08820715630885134, 0.11670809792843692, 0.10698870056497176, 0.32132391713747677, 0.2245178907721283, 0.19751977401129928, 0.6547062146892658, 0.18413182674199627, 0.3723370998116761]","[44.40667043314504, -18.039839924670428, -9.332322033898302, -22.718885122410512, 37.968391713747614, -11.541581920903955, -6.377246704331443, -7.159169491525425, -14.523721280602645, -5.912711864406779, -9.771887005649718, 7.141747645951039]",0.85,0.663,173509,0.208,0,2,0.114,-10.89,1,0.0313,115.028,4,0.232,spotify:track:24rFwAcC6eqPvyMuPynVGH,acoustic
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),False,78,The Truth About Love,2012-09-18,day,P!nk,"[0.36440864714086496, 0.49615202231520195, 0.46649232914923294, 0.2124379358437936, 0.30974337517433737, 0.17427057182705732, 0.26977405857740594, 0.3269986052998606, 0.18157322175732216, 0.2774239888423987, 0.17451603905160393, 0.3079260808926082]","[45.990198047419796, 13.342485355648531, 12.391136680613663, -6.3024225941422625, 12.218149232914916, -6.911995815899573, 6.017995815899582, 6.936930264993032, -2.4175885634588563, -4.0862064156206435, -14.500649930264998, 3.7185411436541105]",0.346,0.778,242733,0.547,0.000302,2,0.132,-7.273,1,0.0489,95.002,4,0.441,spotify:track:1mKXFLRA179hdOWQBwUk9e,acoustic
6jdNp4oX1y3iwXibaXxWph,Counting Stars / The Monster (feat. Carly Rose Sonenclar),False,0,"Cover Collaborations, Vol. 3",2014-05-30,day,Boyce Avenue,"[0.16652797704447617, 0.2569684361549501, 0.17831994261119077, 0.393252510760402, 0.6572152080344329, 0.27330129124820685, 0.26019799139167854, 0.1770459110473458, 0.2945164992826399, 0.3476814921090386, 0.17587948350071733, 0.3984892395982784]","[49.05256527977048, 14.930549497847924, -5.419585365853651, -19.847457675753247, 31.138902439024374, -2.1387804878048766, -3.801710186513635, -0.8429268292682928, -5.439520803443332, 2.482464849354375, -15.086568149210931, -0.643248206599714]",0.65,0.73,222726,0.44,0,4,0.142,-4.964,1,0.035,114.812,4,0.44,spotify:track:6jdNp4oX1y3iwXibaXxWph,acoustic
0KTsmr6JOuhxZuiXUha1xC,Beauty And A Beat,False,0,Believe (Deluxe Edition),2012-01-01,day,Justin Bieber,"[0.5223001230012299, 0.3801574415744155, 0.3333948339483397, 0.23204920049200498, 0.34738376383763847, 0.3967982779827797, 0.37801353013530115, 0.5186322263222632, 0.4060627306273063, 0.48495448954489523, 0.28463099630996297, 0.35820295202952024]","[52.524527675276744, 40.17065682656827, 2.8657134071340704, -12.938840098400966, 10.378035670356711, -29.687528905289085, 12.313590405904062, 3.642873308733087, -0.02846494464944601, 3.760996309963102, -11.543911439114387, -1.6602718327183275]",0.00116,0.601,227987,0.845,0.0001,0,0.0653,-4.711,1,0.0653,127.97,4,0.662,spotify:track:0KTsmr6JOuhxZuiXUha1xC,acoustic
01cY7Cc7t5zPB64uj8NGxz,The Boxer,False,0,The Collection,2002-10-14,day,Simon & Garfunkel,"[0.4234657415437986, 0.4515836947094538, 0.28702254986990455, 0.40406938421509153, 0.38029314830876, 0.2834431916738941, 0.6197935819601044, 0.3938274067649608, 0.38558196010407664, 0.2711413703382479, 0.28743451864700736, 0.5158950563746745]","[39.6774137033824, 6.968728534258457, 6.721248915871639, -13.99805464006938, 11.361560277536862, -20.64164527320033, -15.270241110147435, -7.5462515177797, -3.0068976582827376, -1.5965559410234151, -5.803954032957505, 6.3333946227233415]",0.76,0.445,307667,0.486,0.000658,11,0.189,-14.521,1,0.0616,93.019,4,0.629,spotify:track:01cY7Cc7t5zPB64uj8NGxz,acoustic
7lWF2mVr1KKbVnaT2nSlPo,Fall For You,False,60,A Twist In My Story,2008-01-15,day,Secondhand Serenade,"[0.5822803738317759, 0.32464299065420554, 0.3080429906542061, 0.16691775700934589, 0.303641121495327, 0.3253401869158873, 0.21575140186915892, 0.34901308411214943, 0.18383551401869183, 0.3059308411214951, 0.14221495327102812, 0.26778504672897213]","[47.041616822429894, 27.63112710280375, 29.643155140186924, -7.407661682242991, 28.842295327102796, -14.779407476635509, -9.771409345794389, 0.038185046728971994, -9.649323364485978, -0.9553757009345799, -11.93654205607477, -6.970721495327101]",0.19,0.387,185600,0.442,0,0,0.0788,-7.086,1,0.0352,169.481,4,0.382,spotify:track:7lWF2mVr1KKbVnaT2nSlPo,acoustic
3pA38Vfw2Q3T1LSL5wcPk7,I See Fire - Live and in Session,False,44,Live and in Session,2014-08-11,day,Ed Sheeran,"[0.23272228443449047, 0.3768443449048157, 0.19075811870100756, 0.32022620380739086, 0.21253415453527452, 0.29146920492721196, 0.2415879059350504, 0.19442553191489373, 0.37881970884658445, 0.2017704367301231, 0.4229036954087346, 0.18101903695408722]","[45.444916013437826, 39.9768622620381, -46.99465173572236, -33.54682194848822, 29.793593505039205, -17.461894736842098, -28.10478611422172, -0.484216125419933, -12.257079507278828, 1.108802911534155, -13.17765509518476, -2.0601187010078417]",0.735,0.381,285931,0.33,0,10,0.716,-6.464,0,0.035,166.512,4,0.484,spotify:track:3pA38Vfw2Q3T1LSL5wcPk7,acoustic
1WbYFNSUNn9fP1x0Z5DU95,Riptide,False,50,Spotify Sessions,2014-09-15,day,MisterWives,"[0.3517472081218274, 0.5889736040609131, 0.2608071065989848, 0.27707106598984754, 0.24203248730964447, 0.3108365482233502, 0.2714477157360407, 0.2787868020304572, 0.4654842639593915, 0.3003908629441626, 0.3651989847715736, 0.22582538071066]","[46.832026395939025, 59.97358375634518, 22.81452081218276, 0.7665715736040604, 47.53385888324869, -16.926134010152293, -6.965402030456844, -5.84896142131979, 3.6383238578680226, 7.439505583756336, -14.980952284263953, -3.866022335025391]",0.405,0.481,253200,0.677,0,1,0.0647,-6.862,1,0.19,92.283,4,0.362,spotify:track:1WbYFNSUNn9fP1x0Z5DU95,acoustic
76aadnUFFANRNDs6L3aqxw,Through Glass,False,49,Come What(ever) May [Special Edition],2006-07-24,day,Stone Sour,"[0.30762217438105477, 0.3931959095801935, 0.21107534983853596, 0.451260495156081, 0.25431108719052725, 0.3519827771797628, 0.423629709364908, 0.2667212055974164, 0.4327567276641553, 0.2613347685683529, 0.4069063509149618, 0.282659849300323]","[51.07458127018304, 49.320989235737386, 20.3173918191604, -9.429554359526369, 14.570007534983858, -23.948015069967735, 2.2108869752421927, 1.3470678148546833, -23.516306781485444, -1.9367836383207746, -6.9999494079655555, 5.662558665231442]",0.0417,0.545,282947,0.753,0,3,0.389,-4.618,0,0.036,105.754,4,0.434,spotify:track:76aadnUFFANRNDs6L3aqxw,acoustic
5kO4wyANOoJGN82HGrxbrW,Young Folks,False,30,Covers Album Vol. 09,2011-10-10,day,ortoPilot,"[0.41915201005025166, 0.27422738693467347, 0.11494974874371865, 0.25612939698492454, 0.1772123115577886, 0.5821444723618096, 0.17579145728643225, 0.22990954773869335, 0.5816570351758796, 0.14399623115577898, 0.2345150753768842, 0.15122361809045232]","[47.42267085427133, -16.897337939698488, 10.650179648241199, -5.12852638190955, 8.302609296482418, -4.272726130653266, -16.74555025125629, -5.893589195979901, -5.15343969849246, -1.371360552763819, -10.290094221105534, 3.2637097989949773]",0.892,0.705,264196,0.399,0.00146,5,0.109,-7.157,0,0.032,140.017,4,0.411,spotify:track:5kO4wyANOoJGN82HGrxbrW,acoustic
3OGcceoTcTwRQjJmh1K5jF,"I'm Yours - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",False,45,Jason Mraz's Beautiful Mess: Live on Earth,2009-11-06,day,Jason Mraz,"[0.3020160804020097, 0.3627829145728647, 0.22123015075376912, 0.33362110552763846, 0.33025628140703517, 0.270748743718593, 0.43281105527638203, 0.2642663316582914, 0.3225718592964827, 0.20323417085427148, 0.2941869346733668, 0.4615316582914572]","[51.703871356783864, 44.66671457286435, 27.27993467336686, -5.772377889447228, 38.70474070351761, -17.209557788944718, -3.0448814070351773, 1.8399989949748745, -1.0857085427135684, 2.465823115577888, -11.922842211055293, -4.135525628140704]",0.246,0.41,312800,0.729,0,11,0.962,-4.464,1,0.0524,143.566,4,0.461,spotify:track:3OGcceoTcTwRQjJmh1K5jF,acoustic
4Pl8ViAolRF4rK8QBMhKd9,Redemption Song,False,0,Legend (The Definitive Remasters),1984,year,Bob Marley & The Wailers,"[0.2636259204712816, 0.18278645066273938, 0.4692960235640645, 0.19574815905743748, 0.3574506627393228, 0.2164904270986745, 0.23042120765832114, 0.5055154639175257, 0.2001163475699558, 0.3037393225331373, 0.15379086892488958, 0.32787628865979385]","[40.635413843888095, 60.62437113402061, 11.916503681885125, -6.4471207658321035, 14.842446244477175, 12.01683357879235, -9.79524889543445, -0.5381752577319586, -18.236167893961717, -6.993720176730489, -17.808555228276873, 6.531991163475705]",0.585,0.666,227840,0.259,0,0,0.079,-10.721,1,0.04,116.082,4,0.698,spotify:track:4Pl8ViAolRF4rK8QBMhKd9,acoustic
3xEP8kzYIjbkUrjfsgn8Hh,Common Denominator - iTunes Bonus,False,0,My Worlds (International Version),2010-01-01,day,Justin Bieber,"[0.5143577981651374, 0.3686585117227318, 0.4842069317023444, 0.22854434250764513, 0.35743730886850184, 0.2572701325178389, 0.20307543323139635, 0.39925993883792027, 0.16020998980632, 0.22822426095820567, 0.13267482161060168, 0.23757798165137617]","[48.37484403669725, 38.54695005096843, 29.26618246687054, 5.260527013251785, 58.464883792048894, -32.0191987767584, -8.859520897043828, -8.876016309887868, -9.675058103975532, 2.720940876656472, -9.795972477064218, -6.674902140672799]",0.227,0.655,248920,0.66,0,0,0.0549,-6.544,1,0.0274,116.959,4,0.45,spotify:track:3xEP8kzYIjbkUrjfsgn8Hh,acoustic
4RnCPWlBsY7oUDdyruod7Y,Drunk,False,63,+,2011-09-09,day,Ed Sheeran,"[0.5185298507462681, 0.36723134328358226, 0.396384328358209, 0.19143034825870656, 0.34948631840795985, 0.19670771144278584, 0.32718532338308476, 0.5585932835820897, 0.36025, 0.3635659203980095, 0.3367101990049754, 0.477707711442786]","[45.98457711442786, 10.698016169154236, -23.63621766169156, -8.727457711442781, 13.199284825870658, -16.47225373134329, -9.734656716417913, 0.039281094527363794, -6.325055970149254, -0.40951243781094504, -10.467426616915423, 5.413417910447762]",0.419,0.733,200093,0.652,2.37e-06,7,0.521,-9.101,1,0.0696,99.998,4,0.459,spotify:track:4RnCPWlBsY7oUDdyruod7Y,acoustic
265Anh9hGoozFigjUVLUeD,New Shoes,False,64,These Streets,2007-01-30,day,Paolo Nutini,"[0.5629999999999995, 0.475269454123113, 0.3124994192799071, 0.41096051103368214, 0.3016713124274099, 0.398137049941928, 0.3205528455284549, 0.3388989547038326, 0.4029396051103371, 0.3798013937282232, 0.5047677119628338, 0.29049593495934944]","[45.87953774680599, 7.661024390243896, -40.35198722415802, -9.777097560975612, 28.598029036004643, -21.498965156794437, -7.163408826945412, 2.6046782810685247, -1.9394065040650401, 1.0217084785133572, -11.122295005807201, 5.213195121951221]",0.47,0.748,203653,0.735,1.09e-05,8,0.0851,-8.692,1,0.0903,150.04,4,0.854,spotify:track:265Anh9hGoozFigjUVLUeD,acoustic
1KzxgnTo2nKbuiTlJPKCjc,Whisper the Answer,False,0,Olly Olly Oxen Free,2010-11-01,day,Gregory and the Hawk,"[0.4349413646055441, 0.21334754797441338, 0.2953720682302771, 0.12935714285714278, 0.47406503198294264, 0.41976012793176953, 0.1794914712153521, 0.38442217484008523, 0.15783049040511712, 0.32950319829424307, 0.15076865671641798, 0.16423134328358216]","[41.78313432835824, -58.09128251599147, -55.331705756929566, -22.51654797441363, 60.97369829424307, -17.301423240938174, -31.15670149253733, -13.117011727078891, -7.475185501066099, -3.9691492537313393, -5.455319829424302, 5.977330490405114]",0.964,0.592,214187,0.372,0.15,0,0.0974,-12.04,1,0.043,180.068,3,0.249,spotify:track:1KzxgnTo2nKbuiTlJPKCjc,acoustic
2Oehrcv4Kov0SuIgWyQY9e,Demons,False,0,Night Visions (Deluxe),2012-09-04,day,Imagine Dragons,"[0.42929116117850974, 0.2829220103986138, 0.3283726169844021, 0.504409012131716, 0.2678856152512997, 0.33185268630849213, 0.26813691507798987, 0.4943864818024263, 0.33993240901213195, 0.2080121317157711, 0.37309878682842285, 0.2311455805892547]","[52.496509532062376, 12.46567590987868, 44.03943500866548, -7.923012131715765, 24.778538994800677, -20.27442807625651, 4.1577452339688055, -0.03981455805892538, -2.582093587521665, -1.7518821490467955, -10.708925476603111, -0.3137712305025983]",0.202,0.327,175200,0.71,9e-05,3,0.28,-2.928,1,0.0547,179.561,4,0.416,spotify:track:2Oehrcv4Kov0SuIgWyQY9e,acoustic
0O36Yqb2aFcThBphczYoAY,A Drop In The Ocean,False,22,Ron Pope: Live and Unplugged In New York,2010-09-07,day,Ron Pope,"[0.542127192982456, 0.24274780701754414, 0.26703399122806987, 0.1544923245614037, 0.2394725877192984, 0.41896929824561424, 0.18748026315789465, 0.3169627192982456, 0.16861293859649135, 0.3184331140350879, 0.3816896929824566, 0.19994517543859638]","[48.063508771929875, 24.2387225877193, 15.038860745614027, -13.470580043859632, 36.32066885964911, -14.948549342105263, -20.147328947368408, -4.08271600877193, 2.7735153508771937, -4.407453947368426, -8.548622807017551, 1.6066589912280709]",0.801,0.437,276300,0.452,0,5,0.914,-7.443,1,0.0395,69.81,3,0.473,spotify:track:0O36Yqb2aFcThBphczYoAY,acoustic
20uM0XClhB6PYrlFrZSMsG,Beautiful Girl,False,0,Beautiful Girl,2011-03-08,day,William Fitzsimmons,"[0.42390546218487396, 0.1491722689075629, 0.24414075630252113, 0.0929327731092438, 0.22356092436974845, 0.23915336134453807, 0.1329642857142857, 0.4669684873949579, 0.11025840336134453, 0.23367436974789943, 0.09193277310924368, 0.21523109243697514]","[37.53075630252099, -42.20860504201676, -28.828352941176473, -23.2588760504202, 0.21791386554621897, -16.47578991596639, -16.61876680672269, -8.381153361344547, -0.3464033613445396, -0.6362773109243696, -7.984102941176478, 2.0098907563025192]",0.873,0.461,158229,0.17,0.39,0,0.112,-17.422,1,0.0461,82.168,1,0.336,spotify:track:20uM0XClhB6PYrlFrZSMsG,acoustic
61X18xzfxAYZGouAXm4ISi,Silver Moon,False,0,Land of the Living EP,2013-12-02,day,Roo Panes,"[0.09415444444444462, 0.40451999999999966, 0.8671655555555554, 0.15894000000000005, 0.13008666666666696, 0.06671222222222224, 0.19082111111111064, 0.16544111111111082, 0.08958222222222234, 0.3777255555555553, 0.08107444444444445, 0.08711000000000038]","[41.263683333333326, -57.719951111111094, -43.12942555555552, -22.229006666666695, 20.17114000000003, -26.23000555555555, -16.269786666666665, -10.68219333333335, 2.5821488888888884, -0.6418477777777776, -7.737645555555557, 5.120865555555557]",0.89,0.397,291360,0.269,0.34,2,0.111,-13.249,1,0.0366,116.938,4,0.0514,spotify:track:61X18xzfxAYZGouAXm4ISi,acoustic
0wU0Ocoi0K4dln92uqwPPH,Starships - BBC Live Version,True,30,Turn Around (feat. Ne-Yo),2012-10-05,day,Conor Maynard,"[0.142800865800866, 0.36258730158730107, 0.2503636363636362, 0.16592496392496384, 0.616262626262627, 0.17374891774891774, 0.3372525252525253, 0.15368253968253973, 0.24964935064935054, 0.5533232323232323, 0.16955411255411235, 0.2931385281385282]","[39.58759740259738, -35.47299134199133, -0.08465945165945077, -6.310542568542574, 34.13206637806632, -13.770606060606077, -14.565020202020195, -8.941852813852813, 2.027347763347763, -4.866314574314575, -10.084467532467544, 2.0068167388167373]",0.877,0.505,202680,0.251,0.0163,9,0.299,-13.679,1,0.0367,110.811,4,0.378,spotify:track:0wU0Ocoi0K4dln92uqwPPH,acoustic
4o8YocVCmZZimcqyY1Z5rO,Sail Away,False,0,White Ladder,1998,year,David Gray,"[0.4354595185995621, 0.37353172866520773, 0.24615645514223164, 0.3306728665207872, 0.2642691466083149, 0.3915492341356675, 0.33193982494529567, 0.488385120350109, 0.32026805251641133, 0.21503282275711127, 0.2706269146608308, 0.14576805251641123]","[48.247495623632396, 36.29720568927791, -5.468008752735231, -14.468107221006553, 11.050050328227547, -16.383776805251642, 4.066646608315096, 0.2059442013129105, 0.2834507658643321, -0.6330689277899337, -13.412817286652082, -3.3963369803063426]",0.113,0.622,315813,0.645,2.53e-06,0,0.181,-5.678,0,0.0355,67.457,4,0.189,spotify:track:4o8YocVCmZZimcqyY1Z5rO,acoustic
6vrUTGn5p8IrfTZ0J6sIVM,Iris,False,72,Greatest Hits Volume One - The Singles,2007-11-06,day,The Goo Goo Dolls,"[0.32513256784968664, 0.3610062630480163, 0.4686555323590812, 0.19781628392484316, 0.27082881002087644, 0.22060855949895622, 0.3645167014613778, 0.5048705636743221, 0.30695198329853884, 0.3541325678496869, 0.23831628392484358, 0.38656784968684765]","[48.34608663883091, 43.48639561586641, -6.067432150313154, -13.6013089770355, 12.958596033402914, -26.684877870563653, 13.19191962421712, 1.3965313152400842, -13.27220668058456, -2.1099697286012513, -9.21397599164925, -3.99890501043841]",0.00133,0.291,289907,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.513,spotify:track:6vrUTGn5p8IrfTZ0J6sIVM,acoustic
4E0lSJ6c5unoku9UIZoJSl,Dust in the Wind,False,55,The Best Of Kansas,1984,year,Kansas,"[0.22556588072122077, 0.09457281553398056, 0.24538002773925102, 0.14826352288488204, 0.5322746185852987, 0.1982219140083216, 0.1581026352288488, 0.32090568654646356, 0.20082108183079056, 0.4723966712898753, 0.15965187239944525, 0.19165880721220524]","[41.0782080443828, 24.892076282940387, -22.920533980582526, -26.979546463245494, 7.799588072122041, -23.16061581137312, -9.26651317614424, -2.1264202496532603, -3.002790568654646, 0.004572815533980344, -9.656674063800283, -4.681289875173369]",0.212,0.498,205600,0.251,1.59e-05,9,0.107,-13.734,0,0.0299,93.546,4,0.419,spotify:track:4E0lSJ6c5unoku9UIZoJSl,acoustic
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,False,80,X&Y,2005-06-07,day,Coldplay,"[0.3193976833976837, 0.20250450450450447, 0.281969111969112, 0.5071003861003858, 0.18256628056628066, 0.3051570141570141, 0.19383783783783784, 0.39381338481338474, 0.3098185328185325, 0.20792792792792786, 0.4828404118404121, 0.15020978120978123]","[46.04442471042474, 6.856239382239383, 25.669765765765778, -14.534997425997428, 11.997881595881582, -25.01404761904761, -3.588495495495495, -3.3292020592020544, -6.4229009009009035, -2.5808507078507104, -6.033749034749035, 2.2501171171171195]",0.164,0.209,295533,0.417,0.00196,3,0.113,-8.74,1,0.0338,138.178,4,0.124,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,acoustic
1Er5JMNcguoBMFXxwZ7BWH,White Winter Hymnal,False,0,Fleet Foxes,2008-06-03,day,Fleet Foxes,"[0.20919532908704874, 0.4764755838641191, 0.3017643312101911, 0.26791082802547794, 0.5605201698513804, 0.23805520169851366, 0.45352866242038187, 0.2506263269639064, 0.34956687898089156, 0.3608768577494696, 0.15901273885350334, 0.3865010615711254]","[45.96521868365181, -7.109409766454355, 9.567477707006377, -17.174743099787673, 8.016628450106166, -16.975681528662435, -5.21946072186837, -5.255063694267516, -8.833859872611471, -5.83746072186836, -7.281779193205945, -1.1963481953290866]",0.437,0.629,147027,0.534,3.33e-06,6,0.328,-9.054,0,0.0267,124.964,4,0.649,spotify:track:1Er5JMNcguoBMFXxwZ7BWH,acoustic
3k9qjgu8zVKTEuJVJIYyc0,Just Breathe,False,0,Backspacer,2009-09-21,day,Pearl Jam,"[0.4124599156118142, 0.16239099859353034, 0.28954571026722914, 0.10621097046413505, 0.20102250351617468, 0.202464135021097, 0.1898087201125175, 0.6646835443037972, 0.23301687763713066, 0.2681308016877637, 0.12237693389592125, 0.1918565400843882]","[43.31653867791838, -22.91912376933899, -11.999879043600568, -21.849642756680755, 24.91063431786218, -29.652388185654033, -3.0765780590717213, -2.272478199718708, -11.140864978902957, -3.0814781997187066, -4.990748241912797, 5.36823066104079]",0.714,0.453,215853,0.349,7.94e-05,0,0.0835,-11.077,1,0.0289,107.791,4,0.302,spotify:track:3k9qjgu8zVKTEuJVJIYyc0,acoustic
25J4d78ESH2MgAJoIakB8O,Lost In The Light,False,47,Barchords,2012-01-01,day,Bahamas,"[0.15443913043478266, 0.42755797101449317, 0.7353913043478262, 0.23337391304347785, 0.3047014492753623, 0.28255652173913043, 0.3777971014492753, 0.31659855072463766, 0.1515652173913045, 0.20727246376811598, 0.14478695652173929, 0.16665362318840585]","[43.69154347826083, -29.46311884057971, -27.012397101449228, -25.58923768115942, 8.333788405797103, -12.196710144927536, -3.127826086956522, 3.047675362318837, -9.625776811594198, -5.696215942028987, -13.513508695652163, 6.1136913043478325]",0.793,0.597,236720,0.267,0.0014,2,0.111,-8.796,1,0.0309,75.535,4,0.246,spotify:track:25J4d78ESH2MgAJoIakB8O,acoustic
0VZ9xPNa6ROafP6GYYuv2S,Marry Me,False,0,"Save Me, San Francisco (Golden Gate Edition)",2009,year,Train,"[0.4194666666666664, 0.13485072463768116, 0.2574971014492755, 0.1500724637681161, 0.325304347826087, 0.34156376811594213, 0.1849985507246376, 0.6171434782608693, 0.12292608695652181, 0.1512246376811594, 0.09347101449275365, 0.20776666666666668]","[44.762508695652144, -13.882336231884063, -37.430655072463786, -25.36916666666668, 23.10501594202901, -24.301885507246386, -15.382749275362322, -8.003888405797113, 2.4245739130434774, 1.4120478260869551, -9.57336811594202, 2.92933913043478]",0.829,0.366,205453,0.269,1.67e-05,0,0.108,-8.456,1,0.0287,86.577,4,0.492,spotify:track:0VZ9xPNa6ROafP6GYYuv2S,acoustic
5NTA3dsB2DlLaSG1KM6RTh,The River,False,0,The Essential Bruce Springsteen,2003-10-16,day,Bruce Springsteen,"[0.4009263565891472, 0.27419864341085254, 0.4318362403100777, 0.22903682170542627, 0.39106492248062, 0.1979699612403099, 0.3015339147286821, 0.5082635658914735, 0.28040600775193864, 0.3438120155038761, 0.2142461240310077, 0.34983720930232515]","[44.597580426356615, 68.74927519379841, 25.61522093023253, -5.7047286821705505, 15.148948643410876, -21.52133430232559, 1.396761627906978, 2.7526957364341094, -23.466992248062038, -3.013749031007753, -5.475521317829454, 8.477690891472864]",0.168,0.589,299867,0.554,4.83e-06,7,0.31,-11.265,1,0.0317,117.472,4,0.594,spotify:track:5NTA3dsB2DlLaSG1KM6RTh,acoustic
7m2VsHmjyXZegtndWPgxOw,Wonderwall,False,0,Love Is Hell,2004-01-01,day,Ryan Adams,"[0.2598128872366788, 0.1758104089219333, 0.22868029739776954, 0.19976208178438637, 0.13328748451053288, 0.3261821561338291, 0.25845848822800505, 0.5020223048327137, 0.19500619578686507, 0.22107558859975207, 0.37678562577447355, 0.13985625774473368]","[39.903420074349484, -54.66872490706317, -14.005230483271378, -23.539872366790597, 2.9625588599752084, -18.835128872366784, -11.213166047087975, -4.675795539033458, 0.41012515489466966, -2.961850061957866, -9.38270260223048, -1.6126815365551428]",0.828,0.321,248280,0.22,0.00398,7,0.0873,-12.608,0,0.0352,157.04,4,0.301,spotify:track:7m2VsHmjyXZegtndWPgxOw,acoustic
71Qc66ucEtfXYUj6U2it9l,Don't Stop Believin',False,0,Influential Sessions,2009-07-14,day,Boyce Avenue,"[0.23512692967409926, 0.11842881646655223, 0.47638250428816503, 0.12268610634648375, 0.36574614065180094, 0.1211783876500857, 0.23949571183533433, 0.46769811320754756, 0.14465008576329316, 0.37061234991423697, 0.14941337907375635, 0.36370668953687846]","[45.55267753001716, 1.5709056603773615, 32.16877358490567, -9.1693962264151, 39.43480102915954, -16.902548885077195, -14.85786620926244, -0.68653859348199, -16.719859348198977, -3.420999999999999, -8.886593481989705, -8.495790737564327]",0.77,0.424,256160,0.234,0,7,0.0744,-9.731,1,0.0299,113.872,4,0.302,spotify:track:71Qc66ucEtfXYUj6U2it9l,acoustic
